	Brain_MD_7	Brain_MD_59	Brain_MD_20	Brain_MD_21	Brain_MD_50	Brain_MD_49	Brain_MD_45	Brain_MD_43	Brain_MD_8	Brain_MD_42	Brain_MD_1	Brain_MD_4	Brain_MD_55	Brain_MD_41	Brain_MD_37	Brain_MD_3	Brain_MD_34	Brain_MD_29	Brain_MD_13	Brain_MD_24	Brain_MD_65	Brain_MD_5	Brain_MD_66	Brain_MD_67	Brain_MD_58	Brain_MD_53	Brain_MD_56	Brain_MD_16	Brain_MD_40	Brain_MD_35	Brain_MD_30	Brain_MD_23	Brain_MD_28	Brain_MD_60
X83543_at	10	10	82	35	70	1304	218	10	41	21	178	87	10	10	146	93	105	10	10	10	10	10	10	107	24	387	1125	231	1730	352	1297	695	49	1958
X83573_at	47	10	196	253	62	10	10	127	196	86	10	281	25	10	208	77	170	288	10	10	106	177	10	140	10	64	145	22	177	10	10	192	126	63
X85106_at	131	178	562	128	254	10	190	10	218	10	103	10	10	194	223	56	10	274	10	139	143	10	243	214	10	178	144	47	71	204	10	211	10	156
X86570_at	14	77	195	302	248	83	10	10	184	36	44	10	10	10	30	10	17	153	173	51	145	129	30	10	10	182	242	33	469	60	10	1093	49	167
X87241_at	157	10	10	205	37	91	10	10	11	10	647	10	33	20	10	44	10	10	50	10	72	295	251	10	45	63	96	21	46	10	167	85	34	113
X89416_at	583	10	577	10	27	501	300	52	301	61	427	10	431	584	10	458	408	288	430	423	1182	10	10	10	506	284	130	371	10	239	10	46	381	10
X89985_at	339	183	439	205	391	10	332	177	445	239	237	136	10	52	10	394	66	184	297	201	493	107	95	10	251	159	244	75	10	39	10	163	321	10
X90840_at	176	10	123	277	10	95	195	18	10	30	10	191	140	10	200	10	10	167	66	10	452	85	225	10	89	275	139	138	266	224	273	10	140	69
X90858_at	10	74	49	213	121	10	73	188	10	189	181	272	34	275	34	10	84	109	10	67	239	10	10	10	58	17	10	10	10	152	10	10	10	10
X90978_at	105	10	240	157	178	1185	116	173	253	192	10	313	10	198	262	70	134	83	234	137	358	10	10	107	107	109	181	66	10	10	80	189	173	10
X90999_at	128	208	82	150	75	10	117	58	169	89	39	13	10	10	84	10	57	86	40	65	179	10	10	117	279	103	10	32	20	10	10	32	114	10
X92715_at	111	69	42	10	118	24	196	140	40	160	28	10	99	10	10	87	101	74	191	231	123	10	50	10	68	50	137	102	69	10	101	74	153	188
X92814_at	10	10	60	390	100	79	25	13	10	10	447	10	10	166	10	40	163	810	10	12	143	141	10	42	50	93	82	18	125	19	36	39	136	10
X92896_at	263	10	237	80	497	178	355	62	61	147	502	10	208	588	81	285	125	144	10	141	85	124	25	65	308	81	229	136	10	10	10	11	152	10
X93036_at	10	293	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1587	10	514	10	10	10	10	663	10	10	10	10	1768
X93920_at	26	211	10	95	40	75	92	124	109	20	262	10	31	128	23	53	184	10	10	10	12	708	67	26	82	41	75	28	28	39	10	80	178	162
X94910_at	373	10	10	184	44	10	380	161	10	128	360	10	141	10	571	200	33	10	132	57	10	298	273	35	282	263	369	261	596	10	10	10	329	10
X97065_at	10	606	192	353	118	10	209	79	424	10	27	86	107	201	459	24	257	165	77	298	70	376	414	338	48	10	205	131	246	10	115	166	10	204
X97324_at	13	255	10	199	94	266	10	179	10	10	132	84	10	10	108	36	170	151	10	164	239	10	10	10	10	71	88	257	113	10	10	10	197	10
X97630_at	41	10	102	348	267	10	248	59	101	149	137	10	72	74	50	10	110	100	212	87	70	63	10	140	98	56	173	125	24	10	167	55	197	10
X98085_at	61	129	51	105	248	10	199	10	163	23	196	80	131	52	169	126	226	10	10	16	10	10	12	182	10	48	363	124	79	19	209	213	262	10
X99142_at	10	32	81	314	197	42	123	238	250	18	10	10	59	10	10	84	159	156	10	311	10	271	261	407	130	102	234	10	199	10	10	153	91	137
Y00067_rna1_at	10	29	10	144	10	10	10	90	10	10	37	753	318	42	65	118	10	34	54	73	10	113	12	58	239	66	10	35	10	52	13	10	10	300
Y00486_rna1_at	187	10	555	369	365	399	494	523	418	283	952	475	847	397	10	486	371	414	20	175	439	298	10	10	489	306	346	257	10	563	26	379	527	10
Y00757_at	10	10	31	239	10	35	10	10	10	10	111	10	168	10	10	10	106	10	10	93	10	91	10	26	10	217	10	358	69	237	290	262	92	227
Y00970_at	21	10	43	10	10	28	163	93	10	206	221	10	271	28	768	61	158	10	10	10	303	10	10	10	62	10	10	47	10	10	10	115	10	10
Y08302_at	25	367	166	67	139	10	192	191	10	10	37	32	10	14	10	116	100	74	112	10	254	10	338	175	10	10	98	57	127	10	111	154	53	28
Y08319_at	62	283	115	61	14	853	14	10	71	80	10	112	95	192	115	10	38	81	33	10	72	69	125	81	53	10	16	44	28	47	10	10	17	74
Y08374_rna1_at	10	308	112	533	66	45	26	270	119	55	176	10	12	10	10	90	471	186	30	387	23	116	82	68	26	10	10	10	10	21	13	10	55	60
Y08613_at	10	1433	81	223	52	141	10	10	10	10	49	154	108	10	10	10	10	10	10	65	294	10	1032	10	129	10	212	59	10	78	219	10	53	10
Y08915_at	12	10	10	141	214	194	284	281	10	171	238	85	110	128	111	93	66	13	437	179	279	10	10	169	270	261	1427	312	229	143	265	228	256	194
Y09980_rna4_at	10	59	10	10	84	10	55	83	115	186	46	19	41	275	73	55	142	165	204	67	72	10	10	253	186	28	20	19	10	21	67	17	93	10
Y10032_at	173	635	945	377	337	10	1035	597	735	334	54	125	10	136	10	155	207	775	345	30	969	157	288	579	889	41	27	10	114	13	194	173	1005	175
Y10055_at	51	52	136	78	118	47	205	100	292	131	13	105	10	10	10	13	64	370	78	137	136	135	10	10	40	69	137	10	79	10	10	180	139	10
Y10207_at	10	548	156	129	144	67	10	334	26	10	96	334	148	10	10	185	10	11	147	10	343	110	10	10	183	10	10	65	10	119	519	10	81	210
Y10209_at	10	10	180	284	220	10	144	384	184	10	10	10	163	190	10	13	123	27	66	135	49	188	10	227	10	165	185	10	10	82	10	189	149	10
Y10260_at	138	10	10	123	10	208	10	26	478	166	10	10	10	10	123	202	10	10	17	57	10	10	10	172	20	92	456	104	13	10	249	233	10	10
Y11306_rna1_at	10	10	10	254	10	12	10	10	10	10	205	555	203	52	92	15	142	10	84	25	10	22	10	10	10	46	239	17	207	167	276	94	122	86
Y11416_at	10	1035	10	10	10	10	10	10	10	10	10	10	10	10	529	32	10	10	10	10	10	622	592	260	10	10	10	10	406	10	10	10	10	251
Y12478_at	153	10	118	302	118	10	313	10	137	74	206	10	71	470	10	16	341	293	10	66	222	10	17	110	193	286	247	184	105	10	103	10	169	136
Y13620_at	359	149	384	111	353	10	172	194	121	250	307	10	140	10	10	239	171	288	270	249	155	91	190	214	193	208	371	73	10	10	10	165	436	10
Z15108_at	10	191	48	983	71	10	16	10	59	10	265	10	87	303	115	10	86	27	22	83	81	229	10	22	10	123	202	125	31	52	10	134	115	126
Z19574_rna1_at	10	10	10	10	10	70	10	10	10	18	49	10	10	10	10	31	10	10	10	140	10	160	381	10	10	10	388	10	1597	10	10	10	10	253
Z19585_at	368	298	328	25	10	136	246	393	26	10	10	102	38	44	10	16	488	10	24	50	134	10	100	10	160	24	10	10	53	10	10	10	10	12
Z21507_at	10	10	10	10	217	10	124	141	13	96	696	285	755	26	19	192	242	337	10	10	10	376	10	107	537	482	264	337	235	842	10	10	10	10
Z22555_at	35	168	102	289	46	33	169	226	341	112	202	191	152	249	10	59	438	361	258	10	10	71	10	10	106	91	207	87	94	10	10	235	469	10
Z23090_at	312	10	865	1378	246	2284	874	1541	1335	1016	8306	5352	13614	289	10	5445	4250	351	6939	6050	1891	544	10	289	12722	2694	385	562	10	1756	10	895	1632	10
Z25535_at	41	10	63	83	56	56	125	10	64	10	105	25	67	50	173	29	10	216	10	10	151	96	85	117	54	56	177	55	77	32	10	134	74	93
Z26653_at	104	10	94	119	518	436	209	10	10	34	284	110	93	10	243	22	37	174	191	10	10	66	715	97	92	12	431	269	12	52	286	742	978	389
Z29083_at	65	94	3198	55	164	10	1117	1045	58	21	357	96	16	10	10	10	226	41	56	177	1234	113	25	10	17	10	52	10	94	39	38	56	67	96
Z36715_at	210	481	247	451	217	173	395	446	599	115	219	176	10	205	10	344	471	615	314	10	664	10	10	10	135	70	274	150	10	156	10	274	205	50
Z48199_at	39	69	160	10	189	56	165	192	10	78	188	95	10	10	10	16	92	326	121	127	170	398	102	172	58	20	109	64	166	10	157	281	149	93
Z48481_at	19	10	19	29	84	10	187	10	250	127	143	10	97	283	139	139	267	293	76	310	226	107	168	65	10	133	442	67	222	10	46	318	63	93
Z48541_at	334	10	408	10	1005	56	1522	145	1164	56	57	97	83	958	1575	36	678	146	104	118	151	141	858	872	203	103	129	22	91	10	10	38	414	79
Z49155_at	10	10	10	10	10	185	10	198	179	87	10	102	10	357	92	93	19	328	70	135	158	116	231	94	10	10	10	10	10	93	30	96	83	178
Z50194_at	10	285	10	174	28	42	1108	10	244	78	324	190	16	32	258	161	77	535	264	10	10	10	522	140	221	10	10	48	10	10	28	143	157	44
Z70219_at	91	10	96	186	148	10	188	119	47	19	128	70	10	90	10	10	171	18	44	106	226	24	10	123	184	51	160	67	34	10	96	167	92	49
Z70220_at	10	158	160	636	92	10	17	10	89	67	56	10	10	1045	10	10	209	37	38	122	10	10	379	10	71	19	71	35	10	10	10	10	10	10
Z84721_cds1_at	86	89	306	265	237	10	116	217	10	200	187	10	100	10	247	93	134	11	128	147	10	389	185	149	73	112	10	13	201	102	10	14	130	253
AF001548_rna1_at	71	161	30	450	224	63	102	10	10	109	10	52	122	78	10	72	10	58	10	10	10	154	193	84	145	52	26	10	67	82	10	70	251	82
D00860_at	18	86	70	96	90	10	61	28	83	34	145	87	10	20	34	35	209	142	10	116	10	10	190	185	10	34	133	48	135	30	48	10	86	45
D16480_at	260	10	19	642	10	989	454	354	693	491	1176	45	681	10	10	220	435	372	116	461	14	10	10	10	259	987	1885	1149	35	10	30	895	546	10
D17532_at	10	10	16	10	10	10	10	10	10	10	10	107	10	207	482	10	10	18	10	10	10	721	394	68	10	10	10	10	363	78	267	10	201	310
HG162-HT3165_at	67	941	79	160	97	106	120	191	127	57	176	10	10	10	92	127	83	48	10	142	10	403	273	10	24	136	118	13	166	156	69	280	264	493
J00220_cds4_at	41	429	288	214	43	104	57	10	56	10	78	41	10	281	193	191	37	97	151	10	89	171	10	32	13	32	65	46	117	67	10	89	103	208
J05633_at	26	466	25	125	10	14	57	69	148	10	111	10	10	10	88	64	37	10	20	36	74	323	331	32	10	56	22	10	46	15	109	10	83	42
L00058_at	10	10	10	41	10	22	112	10	61	67	162	208	171	18	10	175	366	67	64	282	10	10	160	78	183	10	10	19	10	10	10	10	92	18
L04731_at	221	10	10	10	10	413	228	661	635	113	10	476	289	814	571	10	384	645	452	422	499	1028	861	605	271	223	663	297	10	158	446	509	783	335
L04751_at	21	630	31	26	10	10	10	91	10	86	10	96	10	10	212	55	10	16	10	10	149	483	10	19	10	38	12	10	166	52	71	10	64	80
L22454_at	54	10	150	111	347	83	286	223	68	28	118	10	178	10	10	99	109	328	10	10	266	10	10	126	10	13	180	113	10	10	10	243	206	10
M13577_at	45	161	216	3664	94	56	10	352	166	36	10	10	38	38	104	67	1421	97	10	193	3110	478	10	68	38	322	10	10	71	45	10	10	10	10
M81883_at	10	10	10	375	37	10	10	10	10	20	76	25	533	10	10	10	1224	10	10	601	44	224	10	10	16	13	30	11	10	10	10	10	10	10
M85289_at	141	10	10	10	414	369	216	10	1017	45	861	148	299	96	281	160	103	300	160	272	10	401	32	94	73	10	113	10	313	602	73	159	532	310
S68805_at	65	183	94	777	106	10	91	86	37	10	122	10	60	38	127	10	382	132	10	190	183	564	190	10	119	81	53	132	10	56	15	64	21	10
U17838_at	64	332	145	120	321	10	114	159	92	40	42	10	10	10	285	33	116	10	147	48	245	218	198	201	10	120	176	80	87	121	10	345	105	192
U17969_at	10	14	10	10	31	10	10	10	10	160	134	319	164	10	281	547	10	10	92	91	224	273	205	126	10	10	10	82	201	117	369	148	10	156
U25771_at	10	10	250	213	102	31	63	10	152	21	81	10	51	26	11	57	59	316	144	104	46	10	135	227	10	47	122	46	10	10	36	174	74	69
U28049_at	44	156	37	92	153	22	38	169	184	10	141	71	108	22	10	140	12	184	56	111	100	10	10	68	42	18	137	10	10	15	134	104	81	10
U40705_at	88	434	225	275	10	104	49	19	83	144	41	241	81	203	254	87	10	396	10	11	279	420	323	257	165	149	18	74	300	45	207	10	96	186
U41518_at	38	548	82	1369	320	10	174	31	10	59	77	289	10	10	305	64	384	10	74	189	377	420	251	286	15	382	91	71	511	73	61	43	401	142
U58675_cds2_at	31	298	186	10	313	10	38	16	26	98	10	10	10	10	61	146	29	298	10	143	70	210	273	214	10	10	110	112	106	10	267	216	237	223
U60061_at	13	10	10	205	84	19	60	31	137	34	343	79	71	64	10	110	152	10	34	45	10	677	135	140	10	121	79	74	97	73	74	131	97	82
U67615_at	10	116	90	159	54	28	130	27	68	32	19	176	10	124	77	61	40	39	10	161	83	10	95	10	10	78	50	76	105	10	51	42	209	143
U94836_at	213	10	141	250	249	10	365	42	10	96	192	89	22	24	154	99	10	128	256	67	113	10	10	205	107	114	312	123	15	87	10	104	157	20
X06268_at	74	981	40	98	179	10	82	10	71	32	70	10	166	80	644	231	289	10	183	274	83	10	785	384	178	88	52	19	10	10	73	44	55	105
X17360_rna1_at	10	109	76	55	31	10	27	35	29	105	29	10	21	207	10	10	286	65	56	389	10	423	75	543	74	10	74	10	155	10	10	34	11	10
X52022_at	10	193	66	65	85	56	24	10	221	10	201	10	238	46	10	40	1771	46	36	1432	36	257	203	65	32	24	278	27	179	537	138	403	1149	425
X56841_at	10	10	88	309	20	10	138	10	161	138	437	10	10	10	10	10	112	137	10	10	10	121	35	10	46	10	289	57	10	95	10	424	548	136
X65463_at	10	437	189	263	243	10	138	373	10	61	92	10	10	10	193	159	10	13	153	113	303	163	640	322	122	79	200	83	211	10	399	223	176	131
X74142_at	10	74	103	10	10	17	32	10	277	1229	10	115	10	635	420	106	48	65	93	10	72	605	472	862	474	10	10	10	23	10	42	10	1208	52
AD000092_cds7_s_at	98	64	225	248	53	436	211	12	58	115	437	10	113	870	795	226	222	10	104	10	19	2826	3635	755	229	10	107	106	2006	10	10	14	10	1358
M23178_s_at	85	312	10	271	25	10	88	177	10	78	153	10	28	10	185	88	130	10	116	60	151	143	37	52	103	82	10	19	79	119	65	50	504	10
L06797_s_at	15	10	10	87	59	1019	58	16	10	10	213	318	25	10	119	13	180	10	10	262	42	85	150	16	10	325	2166	85	730	496	882	1335	297	661
M15465_s_at	122	10	18	301	10	10	71	16	10	10	56	10	10	10	108	10	211	179	10	53	241	304	286	175	92	10	86	69	155	10	10	10	10	306
D13631_s_at	12	57	130	171	37	58	10	10	187	31	50	63	52	118	10	56	163	44	78	10	93	760	190	13	74	75	66	32	118	10	10	117	81	10
HG2348-HT2444_s_at	85	1361	229	67	127	10	69	10	10	239	10	82	10	10	19	179	10	10	171	103	185	730	10	240	67	114	30	27	10	76	138	51	10	775
HG3362-HT3539_s_at	84	10	232	73	70	93	200	120	164	10	42	321	184	257	10	22	178	10	152	190	260	10	10	10	168	33	135	103	10	69	278	153	129	10
D29675_at	22	606	169	129	66	116	10	10	314	47	11	255	108	213	10	10	86	10	82	131	10	171	281	87	10	13	80	141	10	10	380	60	133	161
L10377_s_at	141	10	382	123	136	10	137	43	10	10	54	10	10	10	10	10	101	626	10	130	10	19	10	97	10	235	175	31	10	10	10	10	10	10
S68874_s_at	48	10	243	269	250	150	159	275	196	150	92	35	66	126	10	149	42	121	37	88	194	10	10	10	73	47	122	93	10	32	199	189	138	10
D38496_s_at	63	223	225	187	137	10	180	91	10	135	143	10	33	10	61	36	165	132	10	117	10	10	286	214	112	103	136	84	209	10	10	114	124	287
X86371_s_at	180	10	10	137	251	10	193	182	10	69	87	10	30	174	10	76	75	226	181	150	34	10	10	26	41	145	55	52	10	73	15	253	141	10
Z75190_s_at	186	168	448	272	82	56	644	137	217	422	57	48	700	166	10	33	680	256	120	389	10	44	10	123	297	10	44	69	10	10	10	89	74	20
S82447_s_at	275	106	181	78	185	10	141	155	146	314	169	10	141	10	42	127	195	10	96	61	10	71	112	10	333	102	148	57	10	10	10	61	150	28
Z79693_s_at	52	24	274	141	41	72	62	10	131	64	10	10	164	657	293	10	414	104	34	125	10	74	333	328	71	47	17	19	41	21	10	38	129	88
U50822_rna1_s_at	2009	2029	1876	3066	4389	10	1676	1712	1193	227	10	472	42	154	5368	289	225	2281	2261	10	3992	35	180	286	1333	3466	229	1057	2961	78	690	965	1374	3258
D85425_s_at	93	10	334	318	10	10	99	51	10	10	254	138	202	34	127	10	118	10	10	10	516	160	125	32	410	108	171	117	41	10	10	10	160	79
D86043_s_at	137	327	10	228	10	10	207	10	361	10	10	19	10	38	718	41	10	10	10	135	288	561	349	10	74	250	10	33	73	106	338	10	26	159
U19713_s_at	10	32	102	230	153	83	65	10	125	55	104	10	10	56	34	74	138	10	10	46	113	268	160	153	106	66	62	41	46	45	10	156	96	147
U52191_s_at	39	121	249	10	200	10	186	116	10	84	153	103	89	10	200	44	191	10	156	175	200	82	65	42	109	13	10	10	101	10	49	25	68	31
D88155_s_at	76	10	171	162	199	28	204	100	41	62	35	136	79	66	10	108	88	237	188	10	143	196	62	10	108	16	10	60	10	106	11	133	107	10
D89377_at	10	96	112	71	13	127	10	73	89	10	103	88	128	56	54	11	96	53	64	21	187	10	148	231	39	76	58	40	10	10	292	51	84	102
Z74792_s_at	10	191	60	107	144	10	144	71	10	10	354	10	10	10	10	72	132	144	10	126	89	107	185	143	86	50	154	37	10	52	10	19	148	10
D90279_s_at	10	126	21	64	14	45	10	10	101	80	10	92	219	10	10	10	314	13	76	571	10	149	10	10	32	10	10	10	10	10	10	140	256	10
HG1428-HT1428_s_at	1617	295	2262	5121	9161	10	3318	2954	2736	3522	2201	469	10	10	2846	10756	3348	10	2003	2379	4631	5794	351	761	1056	1158	3020	242	1758	7084	665	195	5258	324
X57351_at	10	10	10	10	10	10	437	10	437	10	963	373	10	10	10	301	51	104	10	62	10	265	62	10	10	10	569	10	10	10	26	82	856	10
U19247_rna1_s_at	75	146	123	117	123	10	64	174	35	10	124	148	24	201	23	85	111	10	107	10	217	141	20	149	10	36	120	79	91	10	10	167	154	64
HG1763-HT1780_s_at	53	10	111	47	196	173	54	136	124	19	52	190	120	285	10	68	54	207	97	54	192	10	10	10	21	10	145	10	10	106	151	239	112	10
HG1877-HT1917_s_at	86	10	168	2084	82	26	91	239	71	64	68	10	80	10	10	45	797	79	68	85	1486	63	10	10	103	159	34	53	39	117	82	143	25	36
HG2090-HT2152_s_at	59	10	18	137	165	106	108	10	128	47	97	10	22	10	30	153	327	90	100	105	179	121	10	55	110	10	191	39	10	71	92	352	325	178
HG2383-HT4824_s_at	26	10	57	372	74	10	130	54	20	16	173	22	10	128	10	10	109	10	14	14	10	168	10	10	35	245	54	240	86	110	88	98	98	123
X52611_s_at	10	10	211	332	157	68	10	227	10	607	683	342	986	176	10	10	899	165	10	499	484	10	552	10	259	385	638	88	10	10	199	10	262	10
HG2479-HT2575_s_at	26	77	87	228	14	100	104	80	157	133	26	10	141	10	10	10	35	10	10	74	79	91	47	185	106	88	139	128	243	10	10	199	55	10
HG2743-HT3926_s_at	10	10	10	64	10	10	29	10	44	65	150	14	214	20	181	10	203	30	10	100	38	403	57	61	10	10	101	73	114	10	10	77	36	234
HG2797-HT2905_at	364	10	625	615	686	10	557	426	569	376	10	354	27	673	42	10	10	475	10	10	209	10	467	10	234	304	10	40	82	10	10	10	147	85
HG2850-HT4814_s_at	10	258	66	99	91	109	10	10	10	20	66	10	10	72	196	20	103	10	105	213	10	10	135	107	98	10	98	40	69	10	396	165	76	156
HG3242-HT4231_s_at	64	263	112	122	10	164	10	54	127	10	10	248	160	355	10	10	10	459	10	10	10	30	10	10	152	111	11	83	109	69	10	10	67	72
HG3432-HT3620_s_at	19	91	246	336	10	53	21	62	244	10	317	10	125	82	69	37	141	10	101	10	64	10	47	55	96	74	10	14	114	113	10	26	74	28
HG3437-HT3628_s_at	10	10	456	3297	139	75	114	118	10	12	109	307	239	10	567	10	1830	30	10	393	1855	367	10	10	100	342	10	33	700	63	405	144	101	923
M13929_s_at	16	89	10	44	123	56	155	130	34	10	166	710	932	10	548	567	641	146	263	538	10	188	168	10	440	10	64	14	149	30	190	38	200	354
HG3638-HT3993_s_at	65	283	12	10	118	10	135	50	10	10	109	10	16	10	69	25	49	10	10	175	10	113	67	10	79	216	200	17	73	10	10	183	10	181
HG371-HT26388_s_at	212	10	10	190	149	58	10	692	127	103	1381	239	246	34	135	120	106	452	10	250	202	10	10	10	34	32	193	58	10	10	36	35	133	10
HG3914-HT4184_s_at	142	213	672	187	446	134	356	35	140	192	215	90	200	10	10	65	146	405	338	331	450	10	10	10	105	266	185	140	17	82	240	217	334	10
HG3925-HT4195_at	10	295	121	10	81	83	10	11	142	78	10	103	181	52	254	10	88	55	45	11	44	10	105	143	10	10	56	70	15	26	196	48	30	63
HG3928-HT4198_at	105	412	10	95	57	455	196	620	290	139	10	449	110	498	10	107	10	568	281	179	542	472	95	19	167	10	67	10	116	65	444	112	48	98
HG4063-HT4333_s_at	80	270	148	64	10	107	98	57	272	614	58	10	22	233	81	28	50	214	99	46	36	10	65	107	267	14	10	23	62	10	10	85	379	20
HG4120-HT4392_s_at	160	10	168	329	55	10	281	16	16	40	107	10	71	80	339	99	150	198	183	105	478	10	10	10	10	130	87	189	56	10	96	102	218	18
L13266_s_at	85	10	85	938	161	10	21	258	350	16	67	71	425	281	212	10	137	10	10	131	72	143	20	97	120	10	10	10	65	10	10	53	95	56
HG4668-HT5083_s_at	10	191	10	320	72	125	100	156	250	19	10	10	25	172	177	167	10	209	223	10	10	118	298	143	31	10	10	100	10	10	10	51	10	128
HG4683-HT5108_s_at	10	1299	10	73	52	116	98	10	119	37	10	10	181	10	169	10	88	67	10	10	140	10	846	231	35	15	10	10	143	56	10	10	10	10
M79463_s_at	10	10	225	10	10	235	104	310	71	49	98	10	150	10	10	68	133	412	14	83	10	10	10	10	192	28	123	126	10	104	192	203	10	10
HG627-HT5098_s_at	37	611	81	175	141	10	228	10	10	179	43	10	66	10	30	68	98	188	10	10	36	232	128	97	10	17	166	127	93	23	32	194	148	10
L07261_s_at	28	10	58	360	95	22	258	10	244	57	86	10	67	158	46	13	131	111	78	64	288	113	15	81	10	69	145	78	10	10	10	87	96	10
HG651-HT5209_s_at	219	10	10	771	40	10	585	193	148	237	274	10	210	10	10	10	364	398	10	10	578	10	10	120	39	145	122	123	10	10	10	80	10	10
HG880-HT880_at	10	10	345	458	35	666	237	275	350	161	111	10	10	954	10	328	217	428	140	293	548	10	10	10	277	10	10	10	10	134	10	209	268	10
S71043_rna1_s_at	10	218	10	108	22	88	10	114	10	122	362	10	75	10	88	11	417	10	10	97	76	99	30	136	76	78	87	10	28	10	51	994	16	221
M87789_s_at	10	914	868	73	10	1517	10	10	10	10	978	10	10	10	10	68	1319	10	10	17	10	389	70	289	10	805	1188	14	689	348	1420	7221	728	683
J00268_s_at	355	10	384	301	644	319	605	897	85	72	166	175	270	1087	10	133	355	1449	917	765	928	10	10	10	712	329	494	135	10	485	659	690	329	10
V00594_at	10	10	10	1801	10	1231	101	3612	208	10	1804	10	584	10	10	20	4378	10	10	10	10	10	10	10	705	588	377	10	10	10	10	10	2782	10
J02947_s_at	157	541	262	202	350	10	79	226	10	281	37	10	137	10	494	10	55	121	18	452	66	1974	575	547	10	192	157	10	444	52	251	287	482	1410
Z74616_s_at	188	109	94	13	131	148	265	10	770	98	410	62	47	36	46	709	58	60	10	293	10	348	396	283	98	73	139	118	68	1127	1034	2262	2406	1442
L25878_s_at	25	14	124	286	97	10	210	118	70	49	383	10	10	10	10	10	93	10	10	170	168	10	160	10	10	149	117	10	10	10	10	119	178	10
M17183_s_at	39	10	156	10	27	10	120	1656	10	10	10	86	20	46	115	47	33	703	22	10	456	10	27	10	86	10	10	10	58	10	10	10	54	10
M24351_cds3_s_at	10	163	271	10	10	10	182	1710	10	10	10	10	35	88	10	20	10	692	10	10	412	10	67	10	77	10	17	10	10	10	10	10	10	110
X04729_s_at	95	360	10	28	42	10	130	10	133	40	100	376	70	64	92	11	22	10	155	10	66	177	10	39	10	39	61	10	10	95	36	135	209	10
J03778_s_at	249	12	348	533	147	134	190	250	38	122	13	283	10	605	19	14	10	654	10	10	621	69	30	120	80	266	250	74	10	130	138	10	381	10
M24349_s_at	31	62	1117	23	12	75	713	2144	14	10	22	176	10	90	50	38	10	2001	10	24	1554	96	10	35	275	13	10	10	58	23	10	31	69	96
M96233_s_at	10	1020	765	256	663	109	38	10	58	227	820	486	67	442	494	10	10	10	545	460	132	10	728	537	112	27	425	90	225	441	309	246	54	378
U72648_s_at	10	10	10	10	10	10	1128	115	10	10	58	352	100	10	10	10	10	102	10	125	10	10	10	10	275	10	10	10	10	10	10	24	296	10
J04029_s_at	31	49	10	14	211	162	131	211	182	43	68	10	10	90	61	120	159	11	10	47	10	323	62	123	10	76	79	40	21	10	67	61	105	10
J05252_s_at	45	163	84	199	10	93	682	18	217	594	10	1040	10	307	10	2293	10	10	22	28	10	82	225	78	1387	84	89	91	16	36	10	38	55	112
J05582_s_at	127	144	153	84	68	10	124	228	28	103	498	10	39	10	10	10	10	60	192	120	10	107	10	10	41	10	10	56	25	10	55	121	10	41
X53002_s_at	10	163	69	309	10	10	92	32	148	101	172	22	83	10	10	37	144	39	10	85	10	589	168	117	10	22	59	55	102	13	163	184	249	207
X02176_s_at	21	534	190	52	14	15	10	20	82	10	71	67	86	10	10	59	10	223	151	118	10	82	10	65	10	10	10	10	10	10	215	86	181	10
M26901_s_at	24	47	10	250	10	250	10	143	232	10	10	10	10	108	10	27	51	389	168	216	234	10	10	10	10	48	16	15	10	10	69	135	287	10
L03411_s_at	87	168	73	74	10	98	57	10	31	204	158	164	77	88	243	83	150	39	10	10	10	94	10	10	178	84	203	102	10	97	10	95	114	10
L05624_s_at	10	248	141	44	35	10	194	267	161	14	192	68	10	10	42	10	10	10	78	66	10	99	40	198	10	63	105	68	176	30	42	150	149	10
L10955_cds1_s_at	533	1649	2014	473	324	10	2512	1513	239	10	186	268	10	46	567	10	105	4080	10	237	55	10	10	172	471	10	10	10	10	10	10	10	141	10
L15296_s_at	51	531	58	152	124	75	111	196	953	10	10	10	10	10	173	157	19	10	14	10	254	154	213	113	157	32	16	49	25	10	132	106	237	64
U33838_s_at	38	221	19	207	43	17	164	10	14	112	74	226	181	10	10	10	92	11	192	71	254	157	112	61	139	106	98	84	10	10	199	10	79	159
U23430_s_at	10	434	354	43	121	10	209	71	10	10	104	10	33	10	10	10	10	114	119	73	68	10	10	10	42	151	185	121	10	36	82	54	210	10
X63575_s_at	35	10	123	351	63	24	61	10	10	10	10	10	10	136	193	46	10	195	69	28	91	196	183	78	10	31	62	10	206	10	146	31	30	140
L23333_s_at	174	139	412	451	231	10	72	232	10	148	10	164	133	343	10	145	209	407	301	255	770	91	10	10	82	214	343	155	10	10	278	281	63	110
L27559_s_at	26	10	10	10	10	70	38	28	107	73	45	10	53	152	10	10	70	10	10	10	123	10	32	13	41	10	222	10	17	561	46	326	270	42
S75578_s_at	10	10	274	22	219	10	25	22	10	85	97	25	10	351	281	30	74	10	10	10	465	10	10	205	106	57	194	51	149	193	10	400	294	10
L37360_s_at	192	725	10	312	101	10	10	155	179	174	122	200	187	10	235	139	75	18	10	102	570	721	288	459	125	20	198	70	477	10	10	10	167	393
L37868_s_at	10	332	10	10	10	143	10	10	10	10	10	10	10	10	10	10	10	10	12	14	10	10	10	416	10	23	587	250	10	193	551	243	10	10
